name,writer,text,cc,tags
소야의 노래, 오장환 ,"소야
의 노래
  
  
무거운 쇠사슬 끄으는 소리 내 맘의 뒤를 따르고
  
여기 쓸쓸한 자유는 곁에 있으나
  
풋풋이 흰눈은 흩날려 이정표 썩은 막대 고이 묻히고 
  
더런 발자국 함부로 찍혀
  
오직 치미는 미움
  
낯선 집 울타리에 돌을 던지니 개가 짖는다  
어메야 아직도 차디찬 묘 속에 살고 있느냐
,   
정월 기울어 낙엽송에 쌓인 눈 바람에 흐트러지고
  
산짐승의 우는 소리 더욱 처량히
  
개울물도 파랗게 얼어
  
진눈깨비는 금시에 내려 비애를 적시울 듯
  
도형수
의 발은 무겁다",자유이용 만료,#
소영위제, 이상 ,"소영위제 2달빛속에 있는 네얼굴 앞에서 내 얼굴은 한 장 얇은 피부가 되어 너를 칭찬하는 내 말씀이 발음
하지 아니하고 미닫이를 간지르는 한숨처럼 동백꽃밭내음새 지니고 있는 네 머리털 속으로 기어
들면서 모심드키 내 설움을 하나하나 심어가네나
진흙밭 헤매일 적에 네 구두 뒤축이 눌러놓는 자국에 비내려 가득 괴었으니이는 온갖 네 거짓말 
네 농담에 한없이 고단한 이 설움을 곡으로 울기전에따에놓아 하늘에 부어 놓는 내 억울한 술잔 
네 발자국이 진흙밭을 헤매이며헤뜨려 놓음이냐
달빛이 내 등에 묻은 거적 자국에앉으며 내 그림자에는 실고추 같은 피가 아물거리고 대신 혈관
에는 달빛에 놀래인 냉수가 방울방울 젖기로니 너는 내 벽돌을 씹어 삼킨 원통하게 배고파 이지
러진 헝겊 심장을 들여다 보면서 어항이라 하느냐",자유이용 만료,#
소요산, 장정심 ,"소요산
아담한 자연속에 숨겨두둔 기이한 꽃
단풍도 곱거니와 산꽃이 새락한대
길길이 맑은 물줄기 인도하오 행객을
봉마다 조각한듯 기이한 기암괴석
뉘라서 이 땅우에 이렇게 차려놓아
값없이 가고오는 손을 맞이하여 주는가
",자유이용 만료,#
"소우주(小宇宙),대우주(大宇宙)", 황석우 ,"
소우주대우주
사람의눈에보히는
우주 는
태양계 둘네의
천례 임니다
그곳을
도서적소우주 라고함니다소우주 안에는헤 크레스성운 의
별우주계통 과
이억만 의몸
엄장 한별들이한울놉히
병풍 둘너안저잇고
그밋으로달과
태양 과
지구 는족으만
풍선 공과갓치귀엽게우주 밧갓은
대우주 그안에잇는ㅅ
은하 의저 족으로저
모든
도서적소우주 의
성운는그들
성운 속항하 모래갓치 니여잇는족으만별들
생물 의
세계 들은그
종류 와
수효 를어즈러워돌아단님니다
ㅅ 
족 지의
업는
무한 에의
대양 들
상 할수도업음니다
",자유이용 만료,#
소원(素園)(맨동산), 최남선 ,"
소원 맨동산기 일
삼각산 옆구리에
노는땅이 있다하기
떼한번 쓰자하고
궁둥이를 들이밀매
모양은 동산이로되
맨 이름 뿐이로다.기 이
개울녘 편편한데
오막살이 얽었으니
돌하나 기이할까
이름있는 꽃 있을까
말쑥한 맨 동산일세
내분수에 맞아라.기 삼
자동차 일이없고
라디오 도 안들리니
문명 한 이
세계 에
귀양살이 분명하다
맨 동산 그냥좋아라
다시무엇 찾으리.
미발표
",자유이용 만료,#
소전설(小傳說), 허민 ,"소전설
을 찾아갔더라
솔잎마다 이슬을 꿰어 들고 간밤 빗소리에 구질구질 옛 산모롱이 주막
찌그러진 싸리울을 끼고 돌면 비웃 굽는 냄새 허리 굽은 안늙은이 등쌀에
괴춤을 치켜들고 동구
밖 정자
나무 뒤에 숨어 버린 날
초롱불 켜 들어 살랑살랑 마중 나가다 범 소리에 되돌아서면 머리엔 찬란
한 별들이 꺼져 버리고 산맥
우에 녹아나린 어둠이 무수한 악귀
를 번호
불렀다
목맨 시체
뒤룽거리던 떡갈나무 숲서 찰랑거리는 안개를 헤쳐 나서
면 으레 뻐꾸기 울고 십여 리
개울가에 걀펴니 고인 야향
낡은 가마 한 채 허전스레 비탈에 나려오면 서리 맞은 철이라 풀잎이 말려
친정 문
에 남긴 이별
의 동요
가 산천
에 가득하였다
사뢰는 눈 산섶을 지나는 초라한 상여
안에 옛이야기 잘하시던 할아
버지 세 해 앓은 단칸머리 방
을 떠나시고 추진 뜰 노구
눈머리
새끼를 품어 누웠더란다
무정
하다 나는 가 버렸노라 세월포호랴
야 너도 가 버렸노라 아득히
내 기억
의 석비
에 얹힌 너의 노정
은 이끼가 푸르고 간
절히 마시던 캄차카 바람은 벌레 먹는 가슴에서 한기
를 잃구나
서로 돌아갈 젊은 향산
도 없고 맞서서 웃으면 웃음 뒤에 왜 눈이 아
찔하느냐 왜 눈이 아찔하느냐
간밤 빗소리에 언뜻 잠을 잃고 까만 저편 새벽을 어정어정 찾아갔더라
1941
년 월 일 어 해인사
30",자유이용 만료,#
소제부(掃除夫), 황석우 ,"
소제부
가을은
들에서도
산 애서도
풀닙
나무닙
긴바람의비
추 를휘둘너
큰열매 적은열매획 획 쓰러 러트린다그등우에는 느른글자로
자연 의
소제부 라고
입묵 하여잇다",자유이용 만료,#
소패 꽃바람, 김현구 ,"
소패
바람
바람이 붑니다 바람이 붑니다
봄기두리는 내가슴에 바람이 붑니다
겨울날 어덕우에 찬 눈이 싸이여
얼어부튼 이가슴 부러가거라.
바람이 붑니다 바람이 붑니다
이른봄
산 비탈에 바람이 붑니다지난밤 새이도록 불든 바람에
어느 산 골에 진달내 피지나 안엇는가.
바람이 붑니다 바람이 붑니다
마른들 잔듸 풀에 바람이 붑니다바람에 나붓기 금빗닙 미테서
새봄마지 차비하는 적은 풀들.
바람이 붑니다 바람이 붑니다
이른봄
산 비탈에 바람이 붑니다바람아 바람아 어서 부러가거라
남은바람 다 부러야 치핀단다.
1930.3
",자유이용 만료,#
소포(小圃), 최남선 ,"
소포
장독대 그늘속에 가뀌오는
반반평 밭
꽃이야 피건말건
녹엽 이나 봄이러니
올에는 그악한쥐가 뿌리들을 끊도다.
봉선화
옥잠화 에
흑축 덩굴 겨뜨리니
조석 의 내
소견 이 이만하면
족 할랏다
벌나비 오고안옴야 물을뉘가 있으리.
내밭의 화초들아 너의신세 한탄마라
호화 한 큰동산의
가목명화 속에들면
이만콤 애릇한사랑 네차레에 가리오.
일구오오년
칠월
이일일
자유신문
",자유이용 만료,#
소포(小圃)(병신(丙申)), 최남선 ,"
소포
병신
겨우내 쥐가파고 닭이이어 헤질러서
장독대 음달땅이 형편없이 되었거늘
그래도
한식 이라매 씨앗들고 나서라모란꽃 한그루를 주마는이 있건마는
가꿀일 생각하여 염체받지 못하도다
내손에
천향국색 이 다치기를 참으랴포푸라 회초리를 언제누가 꽂았던고
가지가 퍼져나서 잎이총총 달렸고나
올해는 너를의지해 푸른빛을 볼거라.
일구오육년
미발표
",자유이용 만료,#
속요(俗謠), 김소월 ," 
속 요
봄은 가나니 저문 날에
꽃은 지나니 저문 봄에
속없이 우나니 지는 꽃을
속없이 느끼나니 가는 봄을.
꽃 지고 잎 떨린 가지를 꺾어 들고
미친 듯 울면서 봄의 저문 날에
몸에 처음 감은 치마를
눈물로 적시는 저문 날에
혼자서 잡고 집 난 이는 설어 하누나.
",자유이용 만료,#
손, 고석규 ,"손
무수한
공간 에
색 실처럼 풀려간
하나의 무지개를 보았다.
그리고 어두운 밤
멀리 떠나간
상렬 의 뒤에서
무지개는 다시 하늘로 감아 날은 것이었다.
염원 처럼 시들어버린 몹시
투명 한
가을을 끼고
흔들 때마다
피를 씻어버린 너를 바람에 적셔
촉루 보다 흰 구름의 빛이
마른 눈물에 나부껴 왔다.
손을 저으며 간 마지막 눈에
연주빛 피물이 고이도록
포오란 하늘의 앙상히 부신
옛날을 그리면수화 의 슬픔처럼
너의 발그레한 언저리를 운다.
",자유이용 만료,#
손구락, 함형수 ,"손구락
손구락 .
손구락 .
달밤과도 같은 서러운 세계를
어떤 때는 마음의 문고리에
어떤 때는 새빨간 장미꽃잎에
오도도
떨 때도 있다.
손구락 .
잉크빛의 조
그만
흑자 를 업고
지내간 날의 창백한 기억을 싣고
어데까지나 걸어갈 작정인가?
달밤과도 같은 서러운 세계를
손구락 .
소조 와 같이 오도도
떨면서
",자유이용 만료,#
손수건, 장정심 ,"손 수 건
차두의 작별하든 아차한 눈매
울일듯 울듯 참아 못보다
기적소리에 다시 고개들어
마지막 눈매를 보려하였소
그제는 당신이 고개를 숙이고
떨리는 당신의 가슴인듯이
바람에 손수건이 휘날리여
내마음 울리기를 시작하였소
일분 일각에 마조친 시선
할말을 못하며 난위든 그날
잡으려해도 잡을수없었고
머믈려했어도 머믈을수 없었소
시간을 다토아 달아나든차
사정을 어찌다 생각했으리까
멀어지던 당신의 손수건만
아직도 희미하게 보이는듯하오
",자유이용 만료,#
손없는 향연, 김상용 ,"손없는
향연
하늘과 물과
대기 에 길려
이역 의 동백나무로 자라남이어손없는
향연 을 버리고
슬픔을 잔질하며 밤을 기다리도다.
사십 고개에 올라
생 을 돌아보고
적막 의
원경 에
오인 하나순간 모든 것을 잊은 듯시절 의 꿈의 거리를
배회 하얏도다소녀 야 내 시름을 간직하야영원 히 네 가슴속
신물 을 삼으되
생 의
비밀 은 비 오는 저녁에 펴읽고
묻는 이 잇거든 한 사나이
생각에 잠겨 고개숙이고
멀리 길을 간 어느 날이 있었다 하여라.
 3
문장 권 호, 1941년 월
",자유이용 만료,#
손주의 밤, 오장환 ,"손주의 밤
    
들창 박게는
  
어둠과 치위가 둘러싸고 잇는데
  
늙은 하라버지는 손주의 집세기를 삼고
  
어제까지 소리를 내어
  
가에다 기억하면 각하고 가에다 니은하면 간하고 외우치던 손주아이가
  
오늘은
  
우리들 우리들 그리고 동무 동무 하고 외운다  
우리들 우리들은 무엇이고
  
동무 동무는 무엇이냐
  
평생을 두고 농사만 짓든 사람이
  
이제는 떼를 지어
  
밤에도 산속에서 통나무를 집히고
  
아베와 형들은 언제나 도라올건가
  
아베나 형들은 어느때나 돌아올 수 잇슬가
  
온종일 산 발을 헤치고 다니며
ㅅ 
  
망태기에 가랑입을 글거온 손주아이는
  
그 불땐 방에서 마음조차 안뇌이는 공부를 하다가
  
선생이 도라가면
  
그대로 누어서 이불도 업시 새우잠이 들을 것이다
  
온 집안이 뼈가 빠지게 논밭은 가꿔도
  
삼동을 모두가 포대기 하나업시 살어가는 이 집안
  
손주아이마저 원망스러운 목청으로 힘을 돗구어
  
우리들 우리들 그리고 동무 동무하고
  
외우치는 이 소리는 무슨 뜻이냐
  
들창박게는
  
어둠과 치위가 애워싸고 잇스나
  
늙은 하라버지는 억울한 심사를 누르며
  
손주의 집신을 삼고
  
손주의 눈초리는 독수리의 눈으로
  
석가래도 얏튼 방안에는 등잔불을 켜노코 화루를 두루고
  
새로 새로 나타나는 글자와 거기에 나타나는 말뜻을 찾는다자유신문1947. 1.1
",자유이용 만료,#
손풍금, 노천명 ,"손풍금
내 설운 애기도 귀에 살이진
낡은 손풍금이 하나 우리집에 있오
어디서 난 것인지 아지 못하오
누가 두고 간 것인지도 모르오
함없이 내 손이 어루만지면
슬픈 소리를 내오
울고 난 뒤....
마음이 외로울 때.....
내가 손풍금을 장난하오
",자유이용 만료,#
솔개와 푸른 소, 박용철 ,"솔개와 푸른 소
새파란 하늘 아득히 높고
개아미 무리 다만 부지런하다.
나래든 솔개 훨씬 잡아두르고
닭의 무리 울밑에 몸을 숨기다.
아득함에 질리어 동그랗던 내 눈은
그만 앗지르르 내어둘리다.
있으나마나내 맘은 다만
절망에 가라
가라앉는다.2
까만 바위낭 아래 푸른 소
모든 그림자를 늘름 삼키다.
조건 가지 끝에 감츠름한 새
그래도 제 그림자를 노래하고 있다.
이 크고 넓은 놈이 덮개 같아여
나는 벗어날 수 없이 붙들리어.
이만 악물면 겨우겨우 물러나는 듯하다,
숨만 늦추면 가슴살까지 도로 죄어들어.
눈감은 채 몸을 부르르 떨면
내어젓는 팔길까지 얽히었나니.
푸른 소 밑에 헡은 머리가 나를
절망에 잡아
잡아들인다.
",자유이용 만료,#
솔아심근솔아-2, 낭원군 ,"솔아심근솔아
낭원군
솔아심근솔아네어이심겻다
을어듸두고녜와셧노
노알니업셔노라
",자유이용 만료,#
송(頌)1, 황석우 ,"형 의게
군 의 육
냉 한가을고 한겨울군 아 그대한번입다므면.
군 의 영
진리 의싹나오는연한봄
군 아 그대한번눈다드면.
군 의 안
암 의
녹문 에드신
신월
군 아 그대한번연인 과 향 하면",자유이용 만료,#
송(頌)2, 황석우 ,"
신청년
사호 에
기 하여저리로
저리로
야생 의
장미 을
밧들고가자
새벽은오다
새벽은오다
지상 에자는사람들아
저리로
저리로
애 의
조향 을가지고가다
새벽은오다
새벽은오다
냇물을넘어
언덕을넘어성지 를넘어
저리로
저리로
화관 과
진리 의길을것는
달치안는곱은신을가지고가자
새벽은오다
새벽은오다
어여가자
어여가자
순례 하러 나는
성자 의무리갓치
천국 의
폭죽 갓흔
태양 의 나오는그리로
저리로
부활 의
새벽을마즈러가자
신청년
4, 1921. 1, 7  8",자유이용 만료,#
송가(頌歌), 설정식 ,"
송가
주검을 끌어안고
노래하는 땅이어
노래하며 또
호곡 하지 않을 수 없는 나라여
나라를 맞이하는 노래와
나라를 보내는 통곡이 조용히 끝이 나면
청춘을 고이 받아
두터이 묻어주는 고마운 흙이어
그러나 또다시 노래와 통곡을
길게 길게 전하는
골짜구니의
종심 이어
네 어찌 다만 산이요 드을이랴
엎드리면 심장이오
또 쓰러져 누우면
떳떳한 조국이라
우리들 함께 아는
진리와 영원은
바위에 새긴 죽은 율법이 아니라
저마다 끌어안은 주검이라
최후를 모르고
주검을 놓지 않음이니
놓았다 하라 벌써
영원에 다음이요
오는 생명을 위한 번식의 시초라
다만 아지 못할 동족이 있어
살 베이고 뼈 앗음을 일삼아
지속을 자르다 그러나
잘라도 잘라도 크는
청춘의 육체는 흙이라
악에 모반하는 뿌리를 지키기 위하여
흙은 숨을 쉬고 자지 않음이라 다만
야차 와 같은 동족이 있어
역사에 밀린 단층의 최후를
세뼘 칼끝으로 지탱하려고
매암돌이 몸부림치는 너
비리
둔천배정 의 희생은 다만
떨어져 죽지 않는 포도라
청춘의 넋의 약하고 또 강함이어
그대 위하여 산천에 노한 포도
백태 를 뿜고
종야 통곡하여 피를 흘리다
강산은 흘린다는 뜻이라
바위에 물을
삼림에 바람을
드을에 열매의 둥그러함을
화판 을 벌리고
꿀을 이끌라
꿀을 마시고 나라에
부복 함은
내 결코 취함이 아니라
일어서서
등고 함이니
억울한 땅이
다만
야차 의 집인가 피 산천인가
아니라 보라
군청 일세 파도라
만경
해소
밀어올린 뭍은 꿈틀거려
살아 있는 천지 곧
응천 하는 해방의 상징이라산풍산
마천령 으로
같이 넘은
남도 의 깃은
토조 의 뜻
동일 언어의
선행 이요
유목 이후의 발견이라
착락삼양
만이천봉마다 인연이 서리워
불사 의
곡신 조차 몰아내는 함성을
함께 다시 뻗은 봉우리 봉우리마다
인민
봉화 기다리는
강토의 정점이니
등골으로써
전지 하는
장백산 오대산맥은
인민
모반 의 탯줄이라
어느 골엔들
신생을 영위하는 출혈이 없으리오
나라의 슬픔이
골짜구니마다 들어찼다 함은
태동의 아픔을 이를 뿐이니
들으라
눈물을 북망에 봉하고
수백만 청춘의 똑같은 눈초리
타는 초롱불
봉화재로 오르며
구천에 올리는 헌가를
불이 꺼진들
봉화대가 아니며
뿔이 꺾인들
황소가 아니랴
모든
산상 이 강토의 정점이듯
모든 가슴은 사상의 초점이라
이로써 가히 조국의 섬이오
이로써 비로소
조금이
풍양 함이라
이는 다시
황주
장단 벌
김제
하동 드을에
수백만 청춘의 팔뚝같이 여문
열도 만을 이름이 아니라
거기 벌써 서리잡는
공화국의 주권이라
금강은
서방 도 좋을씨고
두만강은
동북방 도 좋을씨고
상류
상상류
무슨 열매 어디 맺혀
익어가는
핵 은 민권
종심 으로조차 흘러오는
피묻은 낙화 또한
우리들만이 아는 소식이라
머지않아
부전 에서 쏟아지는
인민전력 으로
남해 완도
완강한 암흑을 몰아 쫓을 것이라
그대 의지와 두터운 입술과 함께
그러나 아직은
성문을 닫아두라
굳이 닫아두라
대대로 노한 포도
저린 이를 모두어
탁목조
수심 을 울리듯
그대들이 으드등 갈고 무릎을 꺾는 서리
아닌 그대들 땀이 땅에 말라 쌓여
소금기둥 되어서
일어서는 주권이
내 이마에 닿을 때까지
적의 교량의 설계를 거부하고
길을 끊으라
걸어가지 못할 것을 실어가고
테러를 운반하는
트럭을 거부하기 위하여
괭이를 잠시 이곳에 쓰고
성문을 굳이 닫아두라
반가
지나가는 호랑나비야
똑같은 수백만 눈동자의
푸른
해심 을
어찌 헤아린다 하느뇨
비말차운 의 헛됨이어
가슴 가슴마다 타는
해바라기
붉은 사상의 태양을
무엇으로 막으려는가
",자유이용 만료,#
송경, 장정심 ,"송경
송경의 봄을 맞이했을 때마다
새는 노래하고 꽃은 웃어 주었지만
그러나 내 마음 웨 눈물과 한숨이
것잡을수 없이 솎우춰 나왔었소
송경의 여름이 돌아왔을 때마다
녹음이 진진하고 냇물이 흐르지만
그러나 내 맘은 웨 번민과 슬픔이
견딜수 없이 은근히 치마앞을 적시었소
송경의 가을을 맞이했을 때마다
새빨간 단풍이 솔뫼 아래 붉어
새파란 솔 사이에 새빨간 단풍은
우리의 마음에 붉게 물들여주었소
송경의 겨을이 돌아왔을 때마다
청솔과 힌옷에 하얀 눈이 덮어 주었소
오백년 전부터 날마다 눈물의 역사를
저 솔잎 속마다 깊이 마라두었소
",자유이용 만료,#
송단에션잠깨야-4, 김삼현 ,"에션야
김삼현
에션야  을드러보니
에나드느니ㅣ로다
아마도이님나인가노라
",자유이용 만료,#
송아지 낮잠-64, 권태응 ,"송아지  낮잠
권태응
젖  한  통  먹고는  콜콜.
송아지  낮잠이  폭  들었지.
뽈록  뿔  위에  잠자리가  앉아도.
몰라요,  몰라요,  잠이  들었지.
엄마  소  핥아도  콜콜.
송아지  낮잠이  폭  들었지.
따끈따끈  해볕은  내려쪼이고,
곤해요,  곤해요,  잠이  들었지.
",자유이용 만료,#
송아지-62, 권태응 ,"송아지
권태응
껑충껑충  송아지
엄마  뒤따라,
벼  실러  들  가는데
뛰어가고.
엄매  엄매  송아지
엄마가  쉬면,
선  채로  젖꼭지를
물고  빨고.
",자유이용 만료,#
송아지-63, 권태응 ,"송아지
권태응
송아지  송아지
목매이송아지  
아버지가  장에  가
쌀  팔아  사  왔네
뿔터가  뽈룩
뿔터가  뽈룩
송아지  송아지
누런  송아지
오늘부터  우리  식구
하나  늘었네
낯설어  매  매
낯설어  매  매
목매이송아지  목매기송아지.  아직  코뚜레를  꿰지  않고  목에  꼬삐를  맨  송아지.
",자유이용 만료,#
송악산, 장정심 ,"송악산
말 없이 오백여년 네 웅심 뉘 알소냐
눈 온다 변했으랴 바람에 소리쳤나
큰 뜻을 가진 그대는 때가 와야 말하지
나즉한 그대 키는 앉은듯 아담하고
만월대 옛 궁터는 닫힌듯 적막한데
뻡국새 옛정 그리워 밤새 홀로 우는가
헐벗은 송악산은 이땅의 자손 같이
주리고 헐벗은몸 때되어 입혜주지
남이야 잘 먹든 잘 입든 부러마라 너대로
정들고 공들인뫼 언젠들 변할소냐
너의 뜻 굳게 세워 일월과 한가지로
쉬쟎고 나가보라 날이 있으니!
",자유이용 만료,#
송원의 밤, 오일도 ,"송원
의 밤
성의
의 자락처럼
심묵
이 무거운 송원
의 밤마을은
백양
의 꿈속에 잠기고
비 개인 모래밭
맨발이 죄스러워
경건
한 기도처녀는 머리칼 하나 흔들리지 않는다.
",자유이용 만료,#
송원이사안서(送元二使安西), 김소월 ,"
송원이사안서
위성 아츰 오는비
길몬지나 적시네
푸르르다 순막
버들가지 빗치야
여보게나 이사람
다시한잔 드세나
인제
양관 나서면
어느친구 잇스랴
왕유위성조우읍경진
객사청청유색신
권군갱진일배주
서출양관무고인삼천리
531934.8 .177
",자유이용 만료,#
송화절(松花節), 허민 ,"송화절
송화
향기 후군한 산협촌
뻐꾹은 골 깊이 앉아 채스러 울고
이사 온 새악시 물 길으는 시내엔
엉금엉금 기는 가재가 알을 품어
돌배 아가배 산뻔 살구가 열었거니
마을 아이들이란 찌레찌레 뭉치고
감자밭 북 치던 노인은
햇벌 나가는 곳을 유심히 본다
1940
년 월 일7
",자유이용 만료,#
쇠달구는 소리-85, 김대봉 ,"쇠달구는  소리
김대봉
무쇠라도  즌득녹하  버릴더위뭇사람은  견대지못해
하늘   시내  숩들
이모다를  한숨에  마실듯이
우에는
바야흐로  더위의  불이피여오른다
숩  그늘로
강물로
어름집으로  쏘다진다
이의  다른사람은
개으름에  가  느러짐을  달은이
다락우에서  잠못이러워  애타는이
을  두려하는이
하느님에게  를  비는이들이다
그러나쉬임업시  타오르는더위는
왼를  불로  할듯이
훨훨타고  타고  타고잇스니
모든길거리에는  이  처지고
가튼  무거운  을  일우어  준다
이다  바로  이다
툭툭  탕  툭툭  탕하는소리가
의을  울리며
굿선  매로듸로  대장간에서흐러온다
얼마나  굿세고  힘차고  배심잇는소린가
가치
펄펄넘치는  서린  가
벽력가티  가슴을저놋치안은가
들어라  이소리를!
대장간에서  새어나오는소리다
도탄에우는  을  할듯이
우레가튼  소리로
헛갑이가튼  들을
집혀  너흐랴는  불가튼  소리다
그러므로  이소리에는
허무러진  녯성터를  바라보며
슯히슯히우는두견새의소리로
근심가득찬  을  할퀴며
훨훨  도는독수리의  소리도
거츠른  들을  헤매며
먹이찻는  여호의소리도
들을나야  들리지안은다
더욱더  힘차게  각각으로
절박해오는  소리에는
쇠달구는  소리로  들리지안코
가튼놈의  심장을  곽웅켜고  천천자한을  품은  한숨가트다
노예의에서  기름만  재어다가
한  을  차버릴  의  쇠북소리다
그러나  더욱더  머리를  가다듬고
들으면  들을수록  별다른소리로  화한다
광막무변한를  휩쓸고  가는  바람소리처럼
사납고  두려운소리가  서리어잇는듯하고
무한무진한  을하야  을  이르킬  듯이
위엄과  웅대함이  숨어  잇는듯하다
오  참으로  너는
대장간에서오는소리인만
울리라  더위에  죽은  듯  고요한  우로
의  피서린소리가트니
업대여  듯겟노라
이를알거든  야장아  너는
두다리라  무쇠가튼주먹도
한  이  이될지
툭툭탕  툭툭탕하는  소리에
는  바야흐로  의  로박귀여온다
6.  10
",자유이용 만료,#
쇠류(衰柳), 최남선 ," 
쇠류
그리도 신신하던 버들빛도 이울시고
어디가 숨어있던 누른물이 슬슬나와
눈앞의 모든물건을
염색 고쳐 하는고꾀꼬리 벌서가고 매미또한 하직하야
문앞의 버드나무 이미탐탁 아니려든
하물며 낮과밤으로 해달가림 이오녀.
한여름 그늘
공덕 또한잊어 버릴랐다잎사귀 지는대로 찬바람을 보내오니
얄밉게 추위재촉을 네하는듯 하여라.
미발표
",자유이용 만료,#
쇠사슬, 권환 ,"쇠사슬
한껏 마시자 동무야
피같은 붉은 이 술을
마음껏 노래하자 동무야
높은 하늘이 울리도록
이 날에 기쁜 이 날에
삼십육년 동안 얽매고 감았던
히노마루의 모진 쇠사슬
썩은 새끼처럼 끊어진 이 날에
마디마디 산산히
그리구 춤추자
얼시구
절시구
동무야 그렇지만
취하진 않으련다
취하진 말어라
오늘밤 이 술엔
한잔은 남기자
내일을 위하여
한곡존 남기자
내일을 위하여
또 한가닥 아직도 남은
토착의 쇠사슬을
마저 끊어버릴 그날을 위하여
썩은 새끼처럼 산산히 마디마디
오늘엔 취하지 말어라
내일에 한껏 취하련다
횃불 1946. 4
",자유이용 만료,#
수(數)만흔 천문대(天文臺), 황석우 ,"
수 만흔
천문대
논두렁과
개울에는
수 업는
천문대 가잇다천문대 들에는
올챙이로붓허
영전 헤온
개구리라는
천문학자 가잇다
개구리들은
불숙내밀은쿤눈알을
망원경 으로하여
눈부시는듯히 긋이
한울우의
기상 을살펴보다가
비가올듯하면
일제 히 굴
  
굴 울어댄다
그것이곳개구리들의비온다는
기상보고 란다
",자유이용 만료,#
수(繡)의 비밀, 한용운 ,"수의 비밀
       
  나는 당신의 옷을 다 지어 놓았습니다.
  심의도 짓고, 포도도 짓고, 자리옷도 지었습니다.
  짓지 아니한 것은 작은 주머니에 수놓는 것 뿐입니다.
  그 주머니는 나의 손때가 많이 묻었습니다.
  짓다가 놓아두고 짓다가 놓아두고 한 까닭입니다.
  다른 사람들은 나의 바느질 솜씨가 없는 줄로 알지마는,
  그러한 비밀은 나밖에 아는 사람이 없습니다.
  나의 마음이 아프고 쓰런 때에는 주머니에 수를 놓으려면,
  나의 마음은 수놓는 금실을 따라서 바늘구멍으로 들어가고,
  주머니 속에서 맑은 노래가 나와서 나의 마음이 됩니다.
  그리고 아직 이 세상에는, 그 주머니에 넣을 만한 무슨 보물이 없습니다.
  이 작은 주머니는 짓기 싫어서 짓지 못하는 것이 아니라, 짓고 싶어서 다 짓지 않은 것입니다.
",자유이용 만료,#
수건, 김명순 ,"수건2
언니의 손은 하얀 손
동생의 손은 빨간 손
하얀 손은 크기도 하고
빨간 손은 작기도 하오
언니의 하얀 손으로
동생의 수건을 지으면
빨갛고 빨갛고
동생의 빨간 손으로
언니의 수건을 지으면
하얗고 하얗지요새벗 제 권 제 호, 1928년 월",자유이용 만료,#
수놓은 손수건, 허민 ,"수놓은 손수건
아내될 사람으로부터 받은 선물
연분홍색 인조에 실을 입혀서
붉고 희고 푸르니 꽃 피었다오.
철을 알고 피는 꽃은 믿었으나마
그대가 지은 봄은 몰랐습니다.
꽃은 피면 열흘도 못 가시건만
손수건에 핀 꽃은 질 줄 모르네.
안 시드는 꽃과 같이 변치 말자고
그대는 수건으로 말을 합니다.
철 따라서 핀 꽃엔 벌 나비 가고
수건 우에 웃는 꽃 내 맘이 가오.
천만년을 흘러가는 물과도 같이
그대 맘 이 수건에 흘렀습니다.
1934
년 월 일
10",자유이용 만료,#
수도원으로 가는 벗에게, 김명순 ,"수도원
으로 가는 벗에게
벗들은 산으로 가네
춘광
을 따라 녹음을 따라 청풍명월을 따라
이 세상을 잊어버리려고 수도원으로 가네
수도원에 가서 머리를 깎고 중이 되어서
모든 세상의 잡념을 다 던져버리고
아침저녁 향로에 향을 피우고
종을 땡땡 울리며 거룩한 마음으로 묵도
를 하러 간다지
이로써 한세상을 마치려고
그러나 벗이여
말고
오게 지옥의 예찬자 사
의 동지 썩은 송장들이 뭉켜 있는 그곳을 가지
생의 예찬자 생의 개척자가 모인 우리에게로 오게
오게 너희들의 부모처자 동생들을 다 데리고 오게
삶의 나팔을 불며 굳세게 행진하는 우리들의 일터로
좋은 세상을 개척하려는 우리들의 싸움터로
신동아
, 1933년 월",자유이용 만료,#
수릐 (단오(端午)), 최남선 ,"수릐
단오
앵도 를 시다하랴 벗지뉘라 쓰다더냐
천지 새긔운이 올해처음 매치신저
너의오
천중가절 이 빗날무엇이시뇨
창포
세수물이 긔아니나 이상한가
길상사 연두배자
갑사 돌 매든 꿈이
코 헤 살아나는듯 눈도알연한지고
싀여진 준치 가 문득저새 되단말가
장생 의
소요유 가 흰소리만 아닌줄을
수릐날 집집
첨하 에 집허알듯 하여라
일구삼사년
유월
십육일
매일신보
",자유이용 만료,#
수박 타령, 허민 ,"수박 타령
자 수박이오 수박
어서들 사려 어 싸구려!
서글서글한 단맛!
이가 빠진 늙은이 숟가락 들고
서벅서벅 긁어 먹게 좋은
수박이오 어우 자 수박!
내외 싸움한 뒤에 마주 앉아서
움쑥음쑥 갈라 먹게 좋은
수박이오 어우 자 수박!
첫사랑 한 시악씨 물동이에 넣어
정든 님에 선물하기 좋은
수박이오 어우 자 수박!
1934
년 월 일
29",자유이용 만료,#
수박," 신애리,정수아 ","  수박
정수아
                                           
우리오빠  입  속에   
숨어  있는  수박씨 
조그만  검정씨앗 
충치를  꼭  닮았네
달콤한 
수박개그다 
웃으면서  놀아봐.
",CC BY[저작자 표시],#
